episode,reward,steps,goal,collision,epsilon,avg_loss,difficulty
1598,29.4500,42,1,0,0.02000,0.036714,hard
1599,26.4000,39,1,0,0.02000,0.063670,hard
1600,35.0000,154,1,0,0.02000,0.108124,hard
1601,31.2500,58,1,0,0.02000,0.086421,hard
1602,28.8000,39,1,0,0.02000,0.063287,hard
1603,27.1000,70,1,0,0.02000,0.067388,hard
1604,33.1500,58,1,0,0.02000,0.072786,hard
1605,30.4500,44,1,0,0.02000,0.044417,hard
1606,28.4000,29,1,0,0.02000,0.040714,hard
1607,25.5500,20,1,0,0.02000,0.071806,hard
1608,26.9500,26,1,0,0.02000,0.051552,hard
1609,32.0000,51,1,0,0.02000,0.100709,hard
1610,30.2500,44,1,0,0.02000,0.087676,hard
1611,42.1000,268,1,0,0.02000,0.083017,hard
1612,29.4500,36,1,0,0.02000,0.078997,hard
1613,28.7500,36,1,0,0.02000,0.120123,hard
1614,26.6000,37,1,0,0.02000,0.174671,hard
1615,-4.6500,18,0,1,0.02000,0.096573,hard
1616,29.8500,42,1,0,0.02000,0.120352,hard
1617,30.7500,38,1,0,0.02000,0.145311,hard
1618,25.4500,31,1,0,0.02000,0.090015,hard
1619,26.5000,37,1,0,0.02000,0.047827,hard
1620,29.4500,44,1,0,0.02000,0.227901,hard
1621,27.7500,24,1,0,0.02000,0.114323,hard
1622,33.4500,48,1,0,0.02000,0.056471,hard
1623,30.0000,39,1,0,0.02000,0.057895,hard
1624,-6.4000,9,0,1,0.02000,0.104185,hard
1625,27.6500,32,1,0,0.02000,0.031057,hard
1626,30.5500,44,1,0,0.02000,0.060918,hard
1627,29.1000,35,1,0,0.02000,0.097183,hard
1628,30.6000,37,1,0,0.02000,0.113689,hard
1629,28.0000,35,1,0,0.02000,0.105945,hard
1630,28.2500,42,1,0,0.02000,0.079963,hard
1631,31.9500,54,1,0,0.02000,0.062341,hard
1632,28.2500,36,1,0,0.02000,0.067834,hard
1633,35.4500,170,1,0,0.02000,0.070969,hard
1634,32.8000,63,1,0,0.02000,0.056016,hard
1635,27.7000,37,1,0,0.02000,0.036487,hard
1636,31.6000,41,1,0,0.02000,0.046941,hard
1637,32.1500,40,1,0,0.02000,0.094169,hard
1638,31.2500,44,1,0,0.02000,0.054884,hard
1639,26.9000,31,1,0,0.02000,0.076630,hard
1640,28.2500,38,1,0,0.02000,0.061019,hard
1641,34.0000,53,1,0,0.02000,0.050004,hard
1642,33.3000,80,1,0,0.02000,0.034296,hard
1643,27.6500,50,1,0,0.02000,0.064345,hard
1644,26.0000,29,1,0,0.02000,0.046041,hard
1645,26.0000,27,1,0,0.02000,0.043738,hard
1646,27.2000,32,1,0,0.02000,0.064340,hard
1647,31.2500,45,1,0,0.02000,0.046220,hard
1648,-1.1500,43,0,1,0.02000,0.045801,hard
1649,-3.2500,44,0,1,0.02000,0.032070,hard
1650,30.1000,41,1,0,0.02000,0.050860,hard
1651,28.1500,32,1,0,0.02000,0.049181,hard
1652,30.7500,68,1,0,0.02000,0.066183,hard
1653,30.2000,39,1,0,0.02000,0.042102,hard
1654,30.1500,38,1,0,0.02000,0.055656,hard
1655,25.2500,16,1,0,0.02000,0.040908,hard
1656,31.6500,62,1,0,0.02000,0.037496,hard
1657,31.3500,112,1,0,0.02000,0.066190,hard
1658,29.0500,32,1,0,0.02000,0.077721,hard
1659,27.2500,26,1,0,0.02000,0.051752,hard
1660,31.4000,51,1,0,0.02000,0.075715,hard
1661,28.5500,30,1,0,0.02000,0.067475,hard
1662,28.9500,48,1,0,0.02000,0.077845,hard
1663,26.4500,34,1,0,0.02000,0.042413,hard
1664,30.1500,46,1,0,0.02000,0.105497,hard
1665,28.5500,28,1,0,0.02000,0.051574,hard
1666,30.8500,38,1,0,0.02000,0.080658,hard
1667,31.4500,48,1,0,0.02000,0.080628,hard
1668,27.0000,23,1,0,0.02000,0.091701,hard
1669,27.2500,26,1,0,0.02000,0.063320,hard
1670,30.9500,43,1,0,0.02000,0.075269,hard
1671,28.4500,26,1,0,0.02000,0.062232,hard
1672,33.0000,43,1,0,0.02000,0.082746,hard
1673,29.1500,40,1,0,0.02000,0.083748,hard
1674,-1.4000,25,0,1,0.02000,0.044468,hard
1675,30.5000,45,1,0,0.02000,0.062333,hard
1676,27.9500,32,1,0,0.02000,0.055152,hard
1677,26.4000,27,1,0,0.02000,0.066664,hard
1678,26.8500,28,1,0,0.02000,0.034045,hard
1679,31.0000,55,1,0,0.02000,0.044566,hard
1680,28.7500,30,1,0,0.02000,0.038406,hard
1681,32.0500,48,1,0,0.02000,0.054408,hard
1682,26.7500,36,1,0,0.02000,0.031565,hard
1683,27.7500,36,1,0,0.02000,0.028819,hard
1684,-5.3000,21,0,1,0.02000,0.061924,hard
1685,27.5500,26,1,0,0.02000,0.054217,hard
1686,30.3000,37,1,0,0.02000,0.107739,hard
1687,27.6000,29,1,0,0.02000,0.036162,hard
1688,32.2000,45,1,0,0.02000,0.062482,hard
1689,33.0000,117,1,0,0.02000,0.106657,hard
1690,-3.8500,34,0,1,0.02000,0.114813,hard
1691,29.9500,49,1,0,0.02000,0.086855,hard
1692,28.6000,31,1,0,0.02000,0.144345,hard
1693,26.3000,37,1,0,0.02000,0.052897,hard
1694,30.3000,45,1,0,0.02000,0.050806,hard
1695,26.5500,28,1,0,0.02000,0.081812,hard
1696,28.7500,30,1,0,0.02000,0.054793,hard
1697,28.7000,31,1,0,0.02000,0.032568,hard
1698,31.2500,38,1,0,0.02000,0.059760,hard
1699,34.8500,98,1,0,0.02000,0.081491,hard
1700,28.2500,32,1,0,0.02000,0.100366,hard
1701,28.4000,37,1,0,0.02000,0.059294,hard
1702,29.5500,44,1,0,0.02000,0.056146,hard
1703,28.4000,25,1,0,0.02000,0.055188,hard
1704,25.6500,20,1,0,0.02000,0.087949,hard
1705,32.1000,69,1,0,0.02000,0.121058,hard
1706,28.9000,29,1,0,0.02000,0.043671,hard
1707,28.7000,48,1,0,0.02000,0.055930,hard
1708,25.7500,20,1,0,0.02000,0.054125,hard
1709,27.7000,29,1,0,0.02000,0.064931,hard
1710,28.7500,38,1,0,0.02000,0.288950,hard
1711,27.2500,30,1,0,0.02000,0.104501,hard
1712,30.7000,50,1,0,0.02000,0.081066,hard
1713,28.5500,38,1,0,0.02000,0.062305,hard
1714,30.4500,36,1,0,0.02000,0.067455,hard
1715,29.1000,37,1,0,0.02000,0.037706,hard
1716,28.5500,62,1,0,0.02000,0.052020,hard
1717,30.8500,46,1,0,0.02000,0.067576,hard
1718,30.5500,60,1,0,0.02000,0.053360,hard
1719,28.7000,31,1,0,0.02000,0.076666,hard
1720,26.6000,63,1,0,0.02000,0.060830,hard
1721,30.6500,42,1,0,0.02000,0.045817,hard
1722,29.7000,39,1,0,0.02000,0.049217,hard
1723,28.4500,85,1,0,0.02000,0.053727,hard
1724,30.2500,40,1,0,0.02000,0.059203,hard
1725,31.1500,54,1,0,0.02000,0.045799,hard
1726,31.7000,37,1,0,0.02000,0.052517,hard
1727,25.6500,22,1,0,0.02000,0.080903,hard
1728,32.3000,43,1,0,0.02000,0.063296,hard
1729,31.2500,42,1,0,0.02000,0.040366,hard
1730,35.5500,100,1,0,0.02000,0.085910,hard
1731,25.3500,18,1,0,0.02000,0.102123,hard
1732,27.7000,31,1,0,0.02000,0.056539,hard
1733,28.4500,26,1,0,0.02000,0.224740,hard
1734,31.5500,49,1,0,0.02000,0.068737,hard
1735,28.0000,29,1,0,0.02000,0.027692,hard
1736,28.3000,29,1,0,0.02000,0.065582,hard
1737,29.1000,35,1,0,0.02000,0.048283,hard
1738,28.8500,42,1,0,0.02000,0.044968,hard
1739,29.3000,45,1,0,0.02000,0.036459,hard
1740,29.6500,46,1,0,0.02000,0.042890,hard
1741,27.4500,30,1,0,0.02000,0.045583,hard
1742,30.6500,34,1,0,0.02000,0.030482,hard
1743,29.4000,33,1,0,0.02000,0.040061,hard
1744,27.8000,39,1,0,0.02000,0.036590,hard
1745,27.9000,34,1,0,0.02000,0.041604,hard
1746,28.5500,38,1,0,0.02000,0.043249,hard
1747,27.4500,32,1,0,0.02000,0.038409,hard
1748,29.1000,37,1,0,0.02000,0.031358,hard
1749,37.4000,231,1,0,0.02000,0.057521,hard
1750,26.3500,32,1,0,0.02000,0.057413,hard
1751,27.1000,25,1,0,0.02000,0.027976,hard
1752,25.9500,26,1,0,0.02000,0.040600,hard
1753,31.3500,38,1,0,0.02000,0.028640,hard
1754,30.8500,56,1,0,0.02000,0.037592,hard
1755,0.2500,40,0,1,0.02000,0.044386,hard
1756,33.9500,48,1,0,0.02000,0.046717,hard
1757,30.6500,66,1,0,0.02000,0.056776,hard
1758,30.1000,39,1,0,0.02000,0.037367,hard
1759,32.3500,44,1,0,0.02000,0.066826,hard
1760,29.2500,49,1,0,0.02000,0.049911,hard
1761,29.1000,33,1,0,0.02000,0.106978,hard
1762,31.1000,41,1,0,0.02000,0.066113,hard
1763,28.5500,28,1,0,0.02000,0.089551,hard
1764,29.3500,38,1,0,0.02000,0.052523,hard
1765,27.7500,40,1,0,0.02000,0.041069,hard
1766,31.0500,42,1,0,0.02000,0.050668,hard
1767,25.5500,24,1,0,0.02000,0.036305,hard
1768,27.3000,33,1,0,0.02000,0.049711,hard
1769,29.5000,45,1,0,0.02000,0.044587,hard
1770,33.0000,45,1,0,0.02000,0.030348,hard
1771,26.3500,34,1,0,0.02000,0.056913,hard
1772,31.7000,37,1,0,0.02000,0.056851,hard
1773,26.4000,21,1,0,0.02000,0.037386,hard
1774,32.6000,45,1,0,0.02000,0.046736,hard
1775,33.5000,51,1,0,0.02000,0.029485,hard
1776,26.9000,29,1,0,0.02000,0.043709,hard
1777,27.7000,27,1,0,0.02000,0.042386,hard
1778,32.7000,49,1,0,0.02000,0.037957,hard
1779,29.2000,37,1,0,0.02000,0.020446,hard
1780,28.8000,37,1,0,0.02000,0.023382,hard
1781,-2.9500,26,0,1,0.02000,0.024626,hard
1782,25.6500,18,1,0,0.02000,0.037288,hard
1783,27.7000,29,1,0,0.02000,0.046355,hard
1784,30.5500,44,1,0,0.02000,0.038183,hard
1785,28.7500,34,1,0,0.02000,0.058981,hard
1786,26.1000,21,1,0,0.02000,0.052279,hard
1787,27.3500,36,1,0,0.02000,0.054241,hard
1788,26.0500,22,1,0,0.02000,0.059940,hard
1789,28.7000,35,1,0,0.02000,0.162067,hard
1790,27.3500,38,1,0,0.02000,0.226392,hard
1791,27.7000,33,1,0,0.02000,0.114731,hard
1792,34.1000,83,1,0,0.02000,0.142563,hard
1793,29.1500,28,1,0,0.02000,0.067112,hard
1794,25.8000,23,1,0,0.02000,0.035385,hard
1795,27.7000,35,1,0,0.02000,0.094591,hard
1796,29.4500,32,1,0,0.02000,0.098907,hard
1797,31.4000,45,1,0,0.02000,0.125254,hard
1798,25.8000,27,1,0,0.02000,0.060174,hard
1799,30.9500,46,1,0,0.02000,0.050534,hard
1800,30.7000,79,1,0,0.02000,0.061693,hard
1801,29.8500,38,1,0,0.02000,0.078281,hard
1802,30.9500,52,1,0,0.02000,0.055633,hard
1803,27.8500,50,1,0,0.02000,0.066540,hard
1804,27.3500,28,1,0,0.02000,0.053996,hard
1805,32.9000,76,1,0,0.02000,0.086101,hard
1806,29.1500,30,1,0,0.02000,0.081048,hard
1807,30.2500,32,1,0,0.02000,0.079881,hard
1808,29.3000,35,1,0,0.02000,0.065940,hard
1809,30.2000,43,1,0,0.02000,0.062116,hard
1810,30.5000,35,1,0,0.02000,0.082920,hard
1811,33.0500,80,1,0,0.02000,0.037642,hard
1812,31.9500,56,1,0,0.02000,0.059483,hard
1813,28.4500,40,1,0,0.02000,0.060703,hard
1814,31.2000,35,1,0,0.02000,0.031447,hard
1815,26.4500,22,1,0,0.02000,0.029251,hard
1816,28.6500,36,1,0,0.02000,0.066056,hard
1817,31.8500,50,1,0,0.02000,0.038992,hard
1818,33.8500,58,1,0,0.02000,0.028077,hard
1819,27.3000,33,1,0,0.02000,0.042959,hard
1820,32.3000,45,1,0,0.02000,0.062149,hard
1821,29.3500,32,1,0,0.02000,0.055807,hard
1822,28.6000,33,1,0,0.02000,0.029290,hard
1823,33.8000,53,1,0,0.02000,0.053048,hard
1824,31.8000,41,1,0,0.02000,0.032780,hard
1825,29.1000,51,1,0,0.02000,0.045457,hard
1826,28.4500,32,1,0,0.02000,0.042443,hard
1827,29.6500,32,1,0,0.02000,0.068253,hard
1828,30.2500,34,1,0,0.02000,0.041443,hard
1829,31.3000,43,1,0,0.02000,0.072896,hard
1830,32.7500,48,1,0,0.02000,0.083141,hard
1831,29.0500,36,1,0,0.02000,0.044108,hard
1832,29.0500,32,1,0,0.02000,0.042614,hard
1833,29.9000,51,1,0,0.02000,0.088797,hard
1834,26.7000,21,1,0,0.02000,0.067615,hard
1835,31.6500,48,1,0,0.02000,0.039254,hard
1836,27.1500,31,1,0,0.02000,0.053196,hard
1837,29.0500,41,1,0,0.02000,0.035919,hard
1838,26.7000,35,1,0,0.02000,0.028840,hard
1839,27.2500,26,1,0,0.02000,0.133259,hard
1840,28.1000,37,1,0,0.02000,0.051385,hard
1841,34.2500,129,1,0,0.02000,0.086437,hard
1842,28.7000,33,1,0,0.02000,0.132031,hard
1843,32.7500,164,1,0,0.02000,0.084625,hard
1844,31.7000,37,1,0,0.02000,0.081837,hard
1845,30.2000,37,1,0,0.02000,0.055669,hard
1846,29.3500,44,1,0,0.02000,0.072598,hard
1847,34.3000,53,1,0,0.02000,0.060342,hard
1848,27.3500,28,1,0,0.02000,0.042409,hard
1849,28.8500,34,1,0,0.02000,0.048085,hard
1850,34.0000,98,1,0,0.02000,0.043225,hard
1851,25.6000,21,1,0,0.02000,0.035916,hard
1852,28.8500,38,1,0,0.02000,0.054385,hard
1853,29.3500,36,1,0,0.02000,0.030270,hard
1854,31.4000,57,1,0,0.02000,0.106699,hard
1855,27.5000,29,1,0,0.02000,0.124254,hard
1856,32.3500,58,1,0,0.02000,0.108220,hard
1857,28.2500,66,1,0,0.02000,0.108371,hard
1858,30.7500,40,1,0,0.02000,0.103988,hard
1859,30.0000,55,1,0,0.02000,0.055705,hard
1860,31.9500,42,1,0,0.02000,0.045628,hard
1861,27.2500,26,1,0,0.02000,0.051304,hard
1862,29.6000,45,1,0,0.02000,0.047521,hard
1863,27.7500,90,1,0,0.02000,0.043785,hard
1864,28.3500,54,1,0,0.02000,0.051428,hard
1865,30.7500,36,1,0,0.02000,0.030355,hard
1866,29.0500,34,1,0,0.02000,0.054125,hard
1867,29.3500,38,1,0,0.02000,0.042173,hard
1868,29.0500,32,1,0,0.02000,0.033367,hard
1869,27.6500,26,1,0,0.02000,0.079294,hard
1870,31.9000,56,1,0,0.02000,0.097601,hard
1871,29.2000,33,1,0,0.02000,0.103089,hard
1872,31.2500,44,1,0,0.02000,0.057461,hard
1873,28.3500,36,1,0,0.02000,0.065113,hard
1874,33.1000,53,1,0,0.02000,0.045147,hard
1875,29.5000,37,1,0,0.02000,0.041105,hard
1876,34.0000,51,1,0,0.02000,0.050530,hard
1877,27.5000,31,1,0,0.02000,0.070245,hard
1878,27.4500,59,1,0,0.02000,0.047551,hard
1879,27.7500,26,1,0,0.02000,0.033800,hard
1880,27.1000,27,1,0,0.02000,0.199200,hard
1881,27.3500,36,1,0,0.02000,0.055802,hard
1882,31.3000,43,1,0,0.02000,0.062778,hard
1883,27.0500,24,1,0,0.02000,0.046464,hard
1884,29.5500,79,1,0,0.02000,0.053618,hard
1885,26.8000,33,1,0,0.02000,0.032256,hard
1886,26.4500,50,1,0,0.02000,0.081337,hard
1887,28.1000,31,1,0,0.02000,0.074015,hard
1888,28.0000,33,1,0,0.02000,0.079871,hard
1889,28.1000,29,1,0,0.02000,0.066173,hard
1890,28.1000,33,1,0,0.02000,0.037126,hard
1891,31.7500,38,1,0,0.02000,0.065720,hard
1892,31.2000,43,1,0,0.02000,0.033180,hard
1893,29.3500,52,1,0,0.02000,0.053257,hard
1894,28.0000,29,1,0,0.02000,0.054671,hard
1895,30.0000,37,1,0,0.02000,0.044358,hard
1896,28.2000,31,1,0,0.02000,0.032968,hard
1897,31.6000,45,1,0,0.02000,0.032586,hard
1898,27.5500,38,1,0,0.02000,0.039596,hard
1899,29.6000,33,1,0,0.02000,0.021941,hard
1900,31.8000,142,1,0,0.02000,0.039211,hard
1901,25.5000,23,1,0,0.02000,0.028526,hard
1902,27.4000,31,1,0,0.02000,0.037794,hard
1903,30.4500,50,1,0,0.02000,0.061568,hard
1904,28.3000,33,1,0,0.02000,0.018649,hard
1905,27.1500,24,1,0,0.02000,0.015489,hard
1906,26.0000,31,1,0,0.02000,0.043161,hard
1907,28.7000,45,1,0,0.02000,0.064154,hard
1908,28.3500,26,1,0,0.02000,0.041437,hard
1909,31.5500,38,1,0,0.02000,0.054840,hard
1910,26.9500,28,1,0,0.02000,0.056889,hard
1911,27.3000,27,1,0,0.02000,0.027026,hard
1912,31.9500,48,1,0,0.02000,0.031707,hard
1913,31.8500,50,1,0,0.02000,0.045129,hard
1914,27.2000,35,1,0,0.02000,0.030133,hard
1915,26.3500,24,1,0,0.02000,0.038949,hard
1916,29.1000,37,1,0,0.02000,0.048504,hard
1917,31.1000,41,1,0,0.02000,0.043612,hard
1918,29.3500,32,1,0,0.02000,0.024917,hard
1919,27.5000,25,1,0,0.02000,0.046591,hard
1920,32.5000,55,1,0,0.02000,0.029631,hard
1921,34.0000,52,1,0,0.02000,0.044234,hard
1922,26.9000,27,1,0,0.02000,0.032988,hard
1923,26.9000,25,1,0,0.02000,0.051484,hard
1924,30.7500,48,1,0,0.02000,0.023141,hard
1925,30.1000,37,1,0,0.02000,0.034371,hard
1926,-1.4500,88,0,1,0.02000,0.023846,hard
1927,28.0500,32,1,0,0.02000,0.021913,hard
1928,30.2500,36,1,0,0.02000,0.043990,hard
1929,29.3500,36,1,0,0.02000,0.083918,hard
1930,27.8000,27,1,0,0.02000,0.025810,hard
1931,27.6000,29,1,0,0.02000,0.035402,hard
1932,26.7500,30,1,0,0.02000,0.097582,hard
1933,30.9000,37,1,0,0.02000,0.068606,hard
1934,32.0000,39,1,0,0.02000,0.084673,hard
1935,33.2000,73,1,0,0.02000,0.076248,hard
1936,27.0500,22,1,0,0.02000,0.029518,hard
1937,27.4000,23,1,0,0.02000,0.030298,hard
1938,26.0500,20,1,0,0.02000,0.020895,hard
1939,28.0500,32,1,0,0.02000,0.148829,hard
1940,27.5500,41,1,0,0.02000,0.046209,hard
1941,32.3500,54,1,0,0.02000,0.044328,hard
1942,28.3500,32,1,0,0.02000,0.027569,hard
1943,29.7500,34,1,0,0.02000,0.033068,hard
1944,30.6500,47,1,0,0.02000,0.072411,hard
1945,28.5000,213,1,0,0.02000,0.082038,hard
1946,27.0500,35,1,0,0.02000,0.062586,hard
1947,25.5500,26,1,0,0.02000,0.154830,hard
1948,6.9000,389,0,1,0.02000,0.104555,hard
1949,28.0500,44,1,0,0.02000,0.090381,hard
1950,28.8500,39,1,0,0.02000,0.054112,hard
1951,30.4500,44,1,0,0.02000,0.050130,hard
1952,27.5000,31,1,0,0.02000,0.046473,hard
1953,-3.6000,25,0,1,0.02000,0.037113,hard
1954,25.1500,24,1,0,0.02000,0.049679,hard
1955,27.9000,29,1,0,0.02000,0.066035,hard
1956,-1.1000,31,0,1,0.02000,0.059298,hard
1957,29.0000,43,1,0,0.02000,0.036593,hard
1958,2.2000,59,0,1,0.02000,0.060878,hard
1959,25.6000,23,1,0,0.02000,0.103146,hard
1960,31.9500,52,1,0,0.02000,0.047618,hard
1961,28.8500,44,1,0,0.02000,0.058058,hard
1962,29.0500,34,1,0,0.02000,0.045014,hard
1963,29.0500,32,1,0,0.02000,0.067840,hard
1964,7.9500,178,0,1,0.02000,0.066574,hard
1965,31.1500,51,1,0,0.02000,0.049697,hard
1966,34.3500,60,1,0,0.02000,0.071828,hard
1967,25.6500,26,1,0,0.02000,0.038255,hard
1968,5.8000,157,0,1,0.02000,0.065542,hard
1969,28.9500,39,1,0,0.02000,0.056779,hard
1970,31.4500,54,1,0,0.02000,0.205185,hard
1971,25.0000,25,1,0,0.02000,0.055013,hard
1972,31.7000,116,1,0,0.02000,0.068372,hard
1973,27.8000,34,1,0,0.02000,0.047642,hard
1974,27.4000,38,1,0,0.02000,0.085335,hard
1975,27.1000,43,1,0,0.02000,0.067422,hard
1976,32.3000,39,1,0,0.02000,0.064148,hard
1977,25.9500,22,1,0,0.02000,0.028553,hard
1978,31.0500,48,1,0,0.02000,0.056013,hard
1979,26.6000,25,1,0,0.02000,0.055701,hard
1980,29.5000,29,1,0,0.02000,0.039581,hard
1981,28.5000,35,1,0,0.02000,0.077377,hard
1982,28.9000,39,1,0,0.02000,0.131496,hard
1983,29.8000,47,1,0,0.02000,0.081322,hard
1984,34.5000,53,1,0,0.02000,0.102163,hard
1985,32.7000,53,1,0,0.02000,0.064481,hard
1986,26.6500,46,1,0,0.02000,0.076959,hard
1987,31.1000,47,1,0,0.02000,0.122100,hard
1988,-0.9500,46,0,1,0.02000,0.071128,hard
1989,28.3500,56,1,0,0.02000,0.103415,hard
1990,28.1000,37,1,0,0.02000,0.201893,hard
1991,29.1500,56,1,0,0.02000,0.189108,hard
1992,29.0000,49,1,0,0.02000,0.072206,hard
1993,29.3500,38,1,0,0.02000,0.098980,hard
1994,29.8000,35,1,0,0.02000,0.063600,hard
1995,33.4500,78,1,0,0.02000,0.076117,hard
1996,26.6500,30,1,0,0.02000,0.067670,hard
1997,28.0500,32,1,0,0.02000,0.076274,hard
1998,28.9000,35,1,0,0.02000,0.053988,hard
1999,32.2500,48,1,0,0.02000,0.045180,hard
2000,26.5000,75,1,0,0.02000,0.037883,hard
